Child,Parent
social bookmarking,web2.0
web 2.0 technologies,web2.0
wikis,web2.0
social web,web2.0
social webs,web2.0
user-generated content,web2.0
user generated content,web2.0
rdf data,rdf
knowledge engineers,knowledge base
rule basis,rule base
knowledge engineers,knowledge bases
semantic web service discovery,semantic web services
semantic web service discovery,web service discovery
web service description,web service discovery
semantic descriptions,semantic web applications
semantic service,semantic web applications
ontology matching,semantic web applications
ontology alignment,semantic web applications
linked data,semantic web applications
semantic search,semantic web applications
resource description framework,semantic web applications
resource description framework %28rdf%29,semantic web applications
semantic descriptions,semantic web
semantic service,semantic web
ontology matching,semantic web
ontology alignment,semantic web
linked data,semantic web
semantic search,semantic web
resource description framework,semantic web
resource description framework %28rdf%29,semantic web
semantic descriptions,semantic web technologies
semantic service,semantic web technologies
ontology matching,semantic web technologies
ontology alignment,semantic web technologies
linked data,semantic web technologies
semantic search,semantic web technologies
resource description framework,semantic web technologies
resource description framework %28rdf%29,semantic web technologies
semantic descriptions,semantic technologies
semantic service,semantic technologies
ontology matching,semantic technologies
ontology alignment,semantic technologies
linked data,semantic technologies
semantic search,semantic technologies
resource description framework,semantic technologies
resource description framework %28rdf%29,semantic technologies
semantic descriptions,semantic web technology
semantic service,semantic web technology
ontology matching,semantic web technology
ontology alignment,semantic web technology
linked data,semantic web technology
semantic search,semantic web technology
resource description framework,semantic web technology
resource description framework %28rdf%29,semantic web technology
semantic descriptions,semantic technology
semantic service,semantic technology
