Child,Parent
Molecular layer of cortex of posterior lobe of cerebellum,Molecular layer of segment of cerebellar cortex
Granular layer of segment of cerebellar cortex,Gray matter layer of segment of cerebellum
Granular layer of cortex of vermis of cerebellum,Granular layer of segment of cerebellar cortex
Molecular layer of cortex of flocculonodular lobe of cerebellum,Molecular layer of segment of cerebellar cortex
Anterior segmental hepatic artery,Subdivision of right lobe branch of right hepatic artery
Muscle fasciculus of right masseter,Muscle fasciculus of masseter
Synovial membrane of articular capsule of proximal interphalangeal joint of right second toe,Synovial membrane of articular capsule of proximal interphalangeal joint of second toe
Bone marrow-derived hemopoietic stem cell,Hemopoietic stem cell
Trunk of right zygomatico-orbital artery,Trunk of zygomatico-orbital artery
Posterior surface of lobe of right lung,Posterior surface of lobe of lung
Lumen of trunk of anterior ventricular branch of circumflex coronary artery,Lumen of trunk of ventricular branch of circumflex coronary artery
Lumen of trunk of ventricular branch of circumflex coronary artery,Lumen of trunk of branch of circumflex branch of left coronary artery
Lumen of trunk of posterior ventricular branch of circumflex coronary artery,Lumen of trunk of ventricular branch of circumflex coronary artery
Lumen of trunk of first posterior ventricular branch of circumflex coronary artery,Lumen of trunk of posterior ventricular branch of circumflex coronary artery
Lumen of trunk of second posterior ventricular branch of circumflex coronary artery,Lumen of trunk of posterior ventricular branch of circumflex coronary artery
Skin of lateral part of arm,Segment of skin of arm
Superficial fascia of palmar part of finger,Superficial fascia of region of finger
Left infraspinatus,Infraspinatus
Descending process of right lacrimal bone,Descending process of lacrimal bone
Distal surface layer of left third upper molar tooth,Distal surface layer of third upper molar tooth
Set of striate nuclei,Set of nuclei of neuraxis
Medial lymphatic tree of hand,Lymphatic tree of subdivision of hand
Medial part of hand,Region of hand
Lateral lymphatic tree of hand,Lymphatic tree of subdivision of hand
Ulnar proper of lymphatic tree of free upper limb segment,Lymphatic tree of free upper limb segment
Perimysium of left extensor carpi radialis brevis,Perimysium of extensor carpi radialis brevis
Perimysium of right incisivus labii superioris,Perimysium of incisivus labii superioris
Bony part of diaphysis proper of second metatarsal bone,Bony part of diaphysis proper of metatarsal bone
Crest of neck of left tenth rib,Crest of neck of tenth rib
Inferior border of right tenth costal cartilage,Inferior border of tenth costal cartilage
Head of left tenth rib,Head of tenth rib
Neck of left tenth rib,Neck of tenth rib
Articular facet of head of left tenth rib,Articular facet of head of tenth rib
Left tenth rib,Tenth rib
Superior border of right tenth costal cartilage,Superior border of tenth costal cartilage
Right supramastoid crest,Supramastoid crest
Nucleus raphe obscurus,Nucleus of medulla oblongata
Left dorsal spinocerebellar tract of spinal cord,Dorsal spinocerebellar tract of spinal cord
Epimysium of left superior oblique,Epimysium of superior oblique
Right transverse foramen of sixth cervical vertebra,Transverse foramen of sixth cervical vertebra
Anterior surface of diaphysis of second metatarsal bone,Anterior surface of diaphysis of metatarsal bone
Medial head of second dorsal interosseous of right foot,Medial head of second dorsal interosseous of foot
Articular cartilage of right costal facet of body of seventh thoracic vertebra,Articular cartilage of costal facet of body of seventh thoracic vertebra
Postganglionic segment of posterior root of right tenth thoracic spinal nerve,Postganglionic segment of posterior root of tenth thoracic spinal nerve
Postganglionic segment of posterior root of right eleventh thoracic spinal nerve,Postganglionic segment of posterior root of eleventh thoracic spinal nerve
Postganglionic segment of posterior root of left eleventh thoracic spinal nerve,Postganglionic segment of posterior root of eleventh thoracic spinal nerve
Postganglionic segment of posterior root of left tenth thoracic spinal nerve,Postganglionic segment of posterior root of tenth thoracic spinal nerve
Postganglionic segment of posterior root of right twelfth thoracic spinal nerve,Postganglionic segment of posterior root of twelfth thoracic spinal nerve
Vein of right caudate nucleus,Vein of caudate nucleus
Region of renal tubule,Region of uriniferous tubule
Right zygomatic process of frontal bone,Zygomatic process of frontal bone
Right pedicle of seventh cervical vertebra,Pedicle of seventh cervical vertebra
Loose endopelvic fascia,Zone of pelvic fascia
Posteromedial central branch of left posterior cerebral artery,Posteromedial central branch of posterior cerebral artery
External part of left external acoustic tube,External part of external acoustic tube
Articular capsule of metatarsophalangeal joint of big toe,Articular capsule of metatarsophalangeal joint
Compact bone of left posterolateral part of body of tenth thoracic vertebra,Compact bone of posterolateral part of body of tenth thoracic vertebra
Surface of first upper molar tooth,Surface of upper molar tooth
Surface of lower molar tooth,Surface of molar tooth
Surface of right first upper molar tooth,Surface of first upper molar tooth
Surface of left first upper molar tooth,Surface of first upper molar tooth
Surface of upper molar tooth,Surface of molar tooth
Tendon of mentalis,Tendon of muscle of head
Articular cartilage of auricular surface of sacrum,Cartilage of sacrum
Tendon of levator anguli oris,Tendon of muscle of head
Tendon of depressor anguli oris,Tendon of muscle of head
Tendon of transversus menti,Tendon of muscle of head
Tendon of depressor labii inferioris,Tendon of muscle of head
Superior parathyroid gland,Parathyroid gland
Trabecular bone of left articular process of third lumbar vertebra,Trabecular bone of articular process of third lumbar vertebra
Mucosa of colon,Mucosa of segment of large intestine
Trunk of nerve to scalenus medius,Trunk of peripheral nerve
Type XXIII collagen,Non-fibrillar collagen
Left external nasal vein,External nasal vein
Tributary of subclavian vein,Subdivision of subclavian vein
Parenchyma of anterior part of superior lingular subsegment,Parenchyma of superior lingular subsegment
Posterior radicular branch of spinal branch of second lumbar artery,Posterior radicular branch of spinal branch of lumbar artery
Superior border of perpendicular plate of left palatine bone,Superior border of perpendicular plate of palatine bone
Surface of lower abdomen,Surface of subdivision of abdomen
Corneoscleral part of sclera,Region of sclera
Inferior rectal nerve plexus,Autonomic nerve plexus
Medial surface of medial tubercle of left talus,Medial surface of medial tubercle of talus
Superior surface of posterolateral part of body of vertebra,Superior surface of body of vertebra
Anterior region of medial condyle of left tibia,Anterior region of medial condyle of tibia
Posterior region of medial condyle of tibia,Zone of proximal epiphysis of tibia
Anterior region of medial condyle of right tibia,Anterior region of medial condyle of tibia
Posterior region of medial condyle of right tibia,Posterior region of medial condyle of tibia
Anterior region of medial condyle of tibia,Zone of proximal epiphysis of tibia
Lateral terminal branch of right deep fibular nerve,Lateral terminal branch of deep fibular nerve
Posterior surface of body of vertebra,Subdivision of surface of body of vertebra
Septum of scrotum,Zone of dartos fascia
Tributary of deep circumflex iliac vein,Subdivision of external iliac vein
Orifice of semicircular duct,Anatomical orifice
Epithelium of alveolus of lactiferous gland,Epithelium of lactiferous gland
Sappey ligament,Region of articular capsule of temporomandibular joint
Brodmann area 28 of right entorhinal area,Brodmann area 28 of entorhinal area
Brodmann area 28 of left entorhinal area,Brodmann area 28 of entorhinal area
Brodmann area 34 of entorhinal area,Segment of Brodmann area 34
Mesiolingual cusp of upper first molar tooth,Cusp of upper first molar tooth
Trabecular bone of superior articular process of sixth cervical vertebra,Trabecular bone of sixth cervical vertebra
Nucleus of medulla oblongata,Nucleus of brain
Synovial joint of free limb segment,Synovial joint
Segment of wrist,Free upper limb region
Rootlet of right twelfth thoracic nerve,Rootlet of twelfth thoracic nerve
Fibrous membrane of synovial tendon sheath of middle finger,Fibrous membrane of synovial tendon sheath
Synovial fluid of subtendinous bursa of right infraspinatus muscle,Synovial fluid of subtendinous bursa of infraspinatus muscle
Anterior wall of trachea,Region of wall of trachea
Lateral region of ramus proper of mandible,Zone of ramus of mandible
Lateral region of right ramus proper of mandible,Lateral region of ramus proper of mandible
Lateral region of left ramus proper of mandible,Lateral region of ramus proper of mandible
Medial region of ramus proper of mandible,Zone of ramus of mandible
Lateral head of third dorsal interosseous of hand,Head of third dorsal interosseous of hand
Wall of anterior ramus of right apical segmental bronchus,Wall of anterior ramus of apical segmental bronchus
Articular cartilage of trapezial facet of left trapezoid,Articular cartilage of trapezial facet of trapezoid
Fetal heart,Fetal organ
Tip of epiglottis,Region of epiglottis
Right pedicle of fourth thoracic vertebra,Pedicle of fourth thoracic vertebra
Pleura of costal surface of posterior basal bronchopulmonary segment,Arbitrary subdivision of visceral pleura
Fibrous membrane of synovial tendon sheath of extensor carpi ulnaris,Fibrous membrane of synovial tendon sheath
Epimysium of left subscapularis,Epimysium of subscapularis
Medullary branch of fifth posterior intercostal artery,Medullary branch of posterior intercostal artery
Space of posterior part of superior mediastinum,Subdivision of superior mediastinal space
Muscle layer of cystic duct,Region of muscle layer of biliary tree
Right palatine artery,Palatine artery
Eminence of scapha,Subdivision of medial surface of auricular cartilage
Posterior wall of duodenum,Region of wall of duodenum
Lateral surface of body of third lumbar vertebra,Lateral surface of body of lumbar vertebra
Superficial layer of tunica albuginea of corpus spongiosum of penis,Tunica albuginea of corpus spongiosum of penis
Sphincter of common bile duct,Set of organ regions
Cartilage of inferior surface of body of sixth cervical vertebra,Cartilage of sixth cervical vertebra
Subdivision of vertebral segment of esophagus,Segment of esophagus
Esophageal segment of esophagogastric junction,Segment of esophagus
Esophageal segment of pharyngoesophageal junction,Segment of esophagus
