Child,Parent
Maritha (mountain),mountain
Marma,settlement
Meda,settlement
Melan (mountain),mountain
Mesala,settlement
Minaei,people
Mosylon Emporion,station
Mosylon? Pr.,cape
Moundou,station
Mouza Emporion,station
Nagara,region
Nagia,settlement
Nascus,settlement
Neogilla,settlement
Nestus,settlement
Nossa,settlement
Notou Keras/Aromata Pr.,cape
Odanda,desert
Opone,station
Opone,settlement-modern
Oreine (island),island
Orneon Ins.,island
Phoda,settlement
Ptolemais Theron,settlement-modern
Ptolemais Theron,island
Ptolemais Theron,anchorage
Ptolemais Theron,settlement
Ptolemais Theron,port
Pyraloi (islands),archipelago
Pyraloi (islands),island
Untitled,aqueduct
Unnamed aqueduct at Vicetia,aqueduct
Untitled,aqueduct
Untitled,aqueduct
Ravenna Aqueduct,aqueduct
Raida,settlement
Rhadamaei,people
Rhapta,ruin
Rhapta,archipelago
Rhapta,mouth
Rhapta,delta
Rhapta,settlement
Rhapta,port
Saba,people
Sabat(h)a,ruin
Sabat(h)a,settlement
Sachalites Sinus,water-open
Sachalites Sinus,bay
Sachalitis,region
Sakchenoi,people
Sammaei,unknown
Ẓafār,settlement
Ẓafār,settlement-modern
Nuraghe Unia,nuraghe
Amphitheater of Anazarbos,amphitheatre
Phaneromeni Burials (Chiliomodi),cemetery
Roman Mausoleum at Palio Scholeio (Chiliomedio),tomb
Shaduppum,settlement
Shaduppum,archaeological-site
Shaduppum,findspot
"Temple of Hera, Olympia",temple-2
Choragic Monument of Lysicrates,monument
Nuraghe Armungia,nuraghe
Ponte Brabaciera,bridge
Matzanni,nuraghe
Matzanni,sanctuary
Matzanni,archaeological-site
Jebel Barkal,mountain
Inveravon,fort-2
Inveravon,fort
Ausava,unlocated
Ausava,station
Qutb Minar,mosque
Qutb Minar,architecturalcomplex
Civitas Leonina,urban
Civitas Leonina,city-wall
Civitas Leonina,settlement
*Odon,settlement
Oinous(s)ai (islands),archipelago
Oinous(s)ai (islands),island
Oinousa (island),island
Okcular,settlement
Olympos,settlement
Olympos (mountain),mountain
Olympos (mountain),mountain
Ophryneion,settlement
Ophryneion,settlement-modern
Ordymnos (mountain),mountain
Ordymnos (mountain),label
*Oroanna,settlement
*Oumyrota,settlement
Allianoi,archaeological-site
Allianoi,bath
Pactolus (river),river
Pagos (mountain),mountain
Palaia Gargara,settlement
Palaio Pretorio,well
Palaio Pretorio,temple-2
Palaiokhori,settlement
Palaiskepsis?,settlement
*Panda,settlement
Parakoila,settlement
Parthenion,settlement
*Parsada,settlement
Pele (island),island
Pelekas M.,mountain
Pelekas M.,label
Pelinnaion (mountain),mountain
Pelopis Thronus,monument
Pergamum,settlement
Pericharaxis,settlement
Perperene/Theodosiopolis,settlement
Person Exedra,fort
Petra,settlement
Petra,settlement-modern
Petra,labeled feature
Phalakrai,mountain
Phanai,sanctuary
Phanai,temple-2
Phanai Pr.,cape
Phara,settlement
Philadelpheia,settlement
Philadelpheia,settlement-modern
Phocaea,settlement
Phocaea,settlement-modern
Phoinikous? Sinus,water-open
Phonias,fort
Phrikonis,region
Phrikonis,label
Phrygios (river),river
Phyrites (river),river
Pidasos (river),river
Pindasos (mountain),mountain
*Pingea,settlement
Pionia(i),settlement
Pitane,settlement
*Pityaia,settlement
Plagia,settlement
Plakos (mountain),mountain
Plakos (mountain),label
Platy Bounari,unknown
*Polichna,settlement
Polichne,settlement
Polymedion/Palamedium,settlement
Por(d)oselene/Nasos (settlement),settlement
Poseideion Pr.,cape
Prepelaion?,temple-2
Psyra,settlement
Psyra (island),island
Pteleon,settlement
Pteleos L.,lake
Pyrra Pr.,cape
Pyrra,settlement
Pyrraion (mountain),mountain
Pyrraion (mountain),label
Pyrraios Sinus,water-open
Rhoiteion,settlement
Saloe?/Tantali? L.,lake
Samonion Pedion,plain
Samonion Pedion,label
Sancaklı Kalesi,fort
*Sandaina?,settlement
Sandalium? (island),island
Saouenda,settlement
Sardianon Pedion,plain
Sardianon Pedion,label
Sardis/Hyde?,settlement
Sarıçam,settlement
Satala,settlement
Satnioeis (river),river
Scamander (river),river
*Selinda,settlement
Selinos (river),river
Selles,fort
Sidoussa? Ins.,island
Sigeion,settlement
Sigeion (promontory),cape
Sigrion (promontory),cape
Sigron,settlement
*Siklia,settlement
Sillyos,settlement
Simoeis (river),river
Sipylos/Manisa Dağı,mountain
Skala Polykhnitou,sanctuary
Skala ton Loutron,fort
Skala ton Mistegnon,settlement
Skala ton Mistegnon,settlement-modern
Skamandreia,settlement
Skamandros,settlement
Skepsis,settlement
Skepsis,hill
Skepsis,settlement-modern
Skoteino,fort
Smintheion,sanctuary
Smintheion,settlement
Smintheion,temple-2
Smyrna/Eurydikeia,settlement
Smyrna/Eurydikeia,settlement-modern
Sta Oikia,fort
Stoma Limne,labeled feature
Stratonicaea/Hadrianopolis,settlement
Tantalos (mountain),mountain
Tantalos (mountain),label
Tantalus Monu.,tomb
Tantalus Monu.,monument
*Tarigya,settlement
Tarti,quarry
Tateikome,settlement
Temnon (mountain),mountain
Temnon (mountain),label
Temnos,ruin
Temnos,settlement
*Tempsis,settlement
Tempsis (mountain),mountain
Tempsis (mountain),label
Tenedos,settlement
Tenedos,settlement-modern
Tenedos (island),island
Teos,settlement
Teos,settlement-modern
Termetis (mountain),mountain
Termetis (mountain),label
Tes Kores to Gephyri,settlement
Teuthrania,settlement
Teuthras (mountain),mountain
Teuthras (mountain),label
"Thea Larmene, T.",sanctuary
Thebe,settlement
Thebes Pedion,plain
Therma?,settlement
Thymiana,quarry
Thyateira,settlement
Thyateira,archaeological-site
Thymbra,unlocated
Thymbrara/Thybarna?,settlement
Thymbras Pedion,plain
Thymbras Pedion,label
Thymbrios (river),river
Tiarai?,settlement
Tisna/Titne,settlement
Tisna/Titne,archaeological-site
Titnaios/Pythikos (river),river
Tmolos/Aureliopolis,settlement
Tmolus (mountain),mountain
*Tomara,settlement
Torrebia L.,lake
Tragasai,settlement
Trarion,settlement
Traron,settlement
Trianta,settlement
Troas (region),region
Troicus Campus,plain
Troicus Campus,label
Troketta,settlement
Tsouloumountra,settlement
Tyanollos,settlement
Xanthos (river),river
Yusufdere,settlement
"Zeus Antigonios, T.",sanctuary
Untitled,aqueduct
Aqueduct at Roman Ilium,aqueduct
Untitled,aqueduct
Roman Aqueduct at Mytilene,aqueduct
Untitled,aqueduct-group
Untitled,aqueduct
Ain el-Sabil,settlement
Ain el-Sabil,archaeological-site
Untitled,bridge
Untitled,bridge
Untitled,bridge
Unnamed bridge,bridge
Untitled,bridge
Untitled,bridge
Untitled,bridge
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Sardis-Thyateira Road,findspot
Sardis-Thyateira Road,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,tumulus
Untitled,tumulus
Untitled,tumulus
Untitled,tumulus
Untitled,tumulus
Untitled,tumulus
Untitled,tumulus
Untitled,tumulus
Untitled,tumulus
Untitled,tumulus
Untitled,tumulus
(...)dana,unlocated
Achelous (river),unlocated
Achelous (river),river
Adai/Halai,unlocated
Agammeia/ Agameia,unlocated
Agamede,unlocated
Ageana,unlocated
Aigiroessa,unlocated
Aigiroessa,settlement
Ainea,unlocated
Aisyme,unlocated
Akrasos,unlocated
Alabastros (river),unlocated
Alabastros (river),river
Algiza,unlocated
Alybe,unlocated
Ambonium,unlocated
Anaideia,unlocated
Antiochia,unlocated
Aphrodisias/Politice Orgas,unlocated
Aphrodisias/Politice Orgas,region
Apidanos,unlocated
Apolloniacharax,unlocated
Ardynion,settlement
Argos,unlocated
Arima,unlocated
Arkadiupolis,unlocated
Asklepieion,unlocated
Asterion,unlocated
Astron (river),unlocated
Astron (river),river
"Athena Hyperdexia, T.",unlocated
Augaza/Euaza/Theodosiopolis,unlocated
Auliou Kome/Valentinianopolis,unlocated
Baisteana,unlocated
Balce,unlocated
Baretta,unlocated
Blaundos/ Blados,unlocated
Boione,unlocated
Boliskos,unlocated
Botion,unlocated
Bregma,unlocated
Brenthis,unlocated
Chalkideis,unlocated
Chalkis,island
Chryse,unlocated
Cormalos (river),unlocated
Cormalos (river),river
Creon (mountain),unlocated
Creon (mountain),mountain
Crianos (river),unlocated
Crianos (river),river
Cydonea (island),unlocated
Cydonea (island),island
Doidye,unlocated
Doryknama,unlocated
Elaioussa,unlocated
Enalos Pr.,unlocated
Eureeis,settlement
Geren,unlocated
Geronton Limen,unlocated
Gethone/ Getone/Gentinos,settlement
Gordus,unlocated
Hierolophos,unlocated
Hieros (river),unlocated
Hieros (river),river
Hippoi,unlocated
Hippokrorona,unlocated
Hychanta,unlocated
Hyperdexion,unlocated
Iolla,unlocated
Ilbeita,unlocated
Iskra,unlocated
Itone,unlocated
Itone,settlement
Kalleneis,unlocated
Kambre/ Kame,unlocated
Kanai (island),island
Karbaleida,unlocated
Karidai,unlocated
Karseai/Karseis/Kerasai/Kerateis,unlocated
Kerassai,unlocated
Kerdanetta,unlocated
Kilbion M.,unlocated
Killa,unlocated
Kimpsos,unlocated
Kissos,unlocated
Kithos,unlocated
Kleandria,unlocated
Koloe,unlocated
Kolonai,unlocated
Konisine/Konision,unlocated
Korone,unlocated
Korybissa,unlocated
Krasos,unlocated
Krene Helenes,unlocated
Krybissos,unlocated
Krymne,unlocated
Lakimai,unlocated
Leuke Akra,unlocated
Leukonia,unlocated
Lycide,unlocated
Lygdamum,unlocated
Macistus M.,unlocated
Mandacanda,unlocated
Mandrai,settlement
Mandrai,unlocated
Melainai,settlement
Mernouphyta,unlocated
Mernouphyta,settlement
Mesogeion/Herma M.,unlocated
Mokada,unlocated
Mola,unlocated
Mossyna,unlocated
Mottiana,unlocated
Mourena,unlocated
Mygdonia,unlocated
Mygdonia,settlement
Nea Aule/Theodosiopolis,unlocated
Nea Kome/Nee,unlocated
Oanos,unlocated
Oios ho Grallades,unlocated
Oios ho Hermaites,unlocated
Ollius,unlocated
Orphitos,unlocated
Outhimena,unlocated
Oxyopum,unlocated
Palaia,unlocated
Palaimagnesia,unlocated
Palaimagnesia,fort
Panda/Pantheum,unlocated
Pantheon,unlocated
Parthenion,unlocated
Passanda,settlement
Pedaion,unlocated
Pedasos,unlocated
Penthile,unlocated
Petra,unlocated
Philetaireia,unlocated
Phlossa,unlocated
Planateis,unlocated
Polichna,settlement
Polichne,unlocated
Polion,unlocated
Pornopia,unlocated
Posidea,settlement
Prinna,unlocated
Pylaion (mountain),unlocated
Pylaion (mountain),mountain
Rekita,unlocated
Sagara,unlocated
Sardessos,unlocated
Sarnaca,unlocated
Siai,unlocated
Silindion,unlocated
Sipylos,unlocated
Sivissa,unlocated
Stabulum,unlocated
Teium,unlocated
Tiarai regio,unlocated
Trinoixeita,unlocated
Xanthos,unlocated
"Zeus Hyperdexios, T.",unlocated
"Zeus Hyperdexios, T.",temple-2
Aegaeum Mare,water-open
Aigila/Ogylos (island),island
Caminia (island),island
Cyclades Islands,archipelago
Cyclades Islands,island
Palaiokastro,settlement
Palaiokastro,archaeological-site
Platea (island),island
Abia,castle
Abia,settlement
Abia,settlement-modern
Achaea/Achaia (region),region
Acheron (river),river
Achilleios Limen,harbor
Ag. Eirene,settlement
Ag. Eirene,temple-2
Ag. Eirene,unknown
Ag. Helene,villa
Ag. Ioannes,settlement
Ag. Ioannis Khalara,quarry
Ag. Kyriake,settlement
Ag. Marina,fort
Aigai,settlement
Aigaleon (mountain),mountain
Aigeira,settlement
Aigiai,settlement
Aigiai,archaeological-site
Aigiai,settlement-modern
Aigila,settlement
Aigion,settlement
Aigiplanktos/Geran(e)ia (mountain),mountain
Aigiplanktos/Geran(e)ia (mountain),label
Aigosthena,settlement
Aigosthena,port
Aigosthena,fort
Aigys,settlement
Aigytis,label
Ak(r)itas Pr.,cape
Akriai,building
Akriai,settlement
Akrokorinthos,sanctuary
Akrokorinthos,settlement
Akrokorinthos,fort
Akroreia,district
Akroreia,label
Alagonia?,settlement
Alea,settlement
Alesiai,settlement
Alesiai,settlement-modern
Alesion (mountain),mountain
Alesion (mountain),label
Alipheira,settlement
Alphe(i)os (river),river
(A)Meilichos (river),river
Aminios (river),river
Ampheia,settlement
Amphidolia,label
Amyklai,settlement
Anchisia (mountain),mountain
Anchisia (mountain),label
Andania,settlement
Anemosa,settlement
Angathia,villa
Anigraia,label
A(n)thene,settlement
Apelauron,pass
Aperopia (island),island
Apesas (mountain),mountain
Aphrodision,settlement
Aphrodision (mountain),mountain
Aphrodision (mountain),label
"Apollo Korythos, T.",temple-2
"Apollo Maleatas, T.",sanctuary
Arachnaion (mountain),mountain
Arachnaion (mountain),church
Arainon,harbor
Arainon,ruin
Arainon,settlement
Arainon,settlement-modern
Araxos,cape
Arcadia,region
Argolicus Sinus,water-open
Argolis,region
Argolis,label
Argon Pedion,plain
Argon Pedion,label
Argos,settlement
Argos,archaeological-site
Aris (river),river
Aristera Ins.,island
Aristonautai,settlement
Arkadikos (river),river
Aroania (mountain),mountain
Aroanios (river),river
Aroanios (river),river
Arsen (river),river
Sanctuary of Artemis Limnatis on Mount Lapithos,sanctuary
Sanctuary of Artemis Limnatis in the Taygetos,sanctuary
Artemision (mountain),mountain
Asea,settlement
Asea,archaeological-site
Asinaeus/Coronaeus Sinus,water-open
Asine,settlement
Asine,castle
Asine,settlement
Asine,settlement-modern
Sanctuary of Asklepios at Epidauros,settlement
Sanctuary of Asklepios at Epidauros,sanctuary
Asopos,ruin
Asopos,settlement
Asopos (river),river
Aspis (island),island
Asterion (river),river
Astron,settlement
Athenaion,fort
Athenaion,unknown
Aulon,unknown
Azania,region
Azania,label
Balyra (river),river
Basilis,settlement
Bassai,temple-2
Bathos,settlement
Belbina (island),island
Belmina,settlement
Belminatis,region
Belminatis,label
Bia(n)dyna,settlement
Boia(i),settlement
Boia(i),settlement-modern
Bolinaios (river),river
Boreion (mountain),mountain
Boukephala? Pr.,cape
Boukephalos,settlement
Boukephalos,port
Bounali tou Barba Spiro,settlement
Bouphagion?,settlement
Bouporthmos (mountain),mountain
Bouporthmos (mountain),label
Kastro ano Diakopto,church-2
Kastro ano Diakopto,settlement
Kastro ano Diakopto,settlement-modern
Bouraikos (river),river
Brenthe,settlement
Chaa?,fort
Chaon (mountain),mountain
Chaon (mountain),label
Charadros (river),river
Charadros (river),river
Chelonatas Pr.,cape
Chelonatas Sinus,water-open
Chersonesos Pr.,cape
Choireios (river),river
Corinthia,region
Corinthia,label
Corinthiacus Sinus,water-open
Corinthus/Korinthos,settlement
Corinthus/Korinthos,archaeological-site
Cyllenius Sinus,water-open
Cyparissius Sinus,water-open
Cythera (island),island
Dasea(i),settlement
Denthaliates (Ager),label
Diagon (river),river
Didymoi,sanctuary
Dine,whirlpool
Diolkos,road
Dipaia,settlement
Dorion,settlement
Drepanon (promontory),cape
Drepanon (promontory),lighthouse
Dyme,settlement
Eileoi,settlement
Eira,settlement
Elaious?,settlement
Elaphos (river),river
Elektra (river),river
Sanctuary of Eleusinian Demeter in Laconia,sanctuary
Elis (city),settlement
Elis (city),archaeological-site
Elis (city),theatre
Elis (region),region
Elixos (river),river
Elymia,settlement
Emborio,settlement
Emborio,settlement-modern
Enipeus (river),river
Ep(e)ion,settlement
Ephyra? (island),island
Epidauros,settlement
Epidauros Limera,settlement
(Epi)Delion,settlement
(Epi)Delion,cape
Epitalion,settlement
Erana,settlement
Erasinos (river),river
Erineos,settlement
Erymanthos (river),river
Erymanthos M.,mountain
Eschatiotis? L.,lake
Eua?,settlement
Eua (mountain),mountain
Eua (mountain),label
Euboia (mountain),mountain
Euboia (mountain),label
Eurotas (river),river
Eutaia,settlement
Eutresia?,region
Eutresia?,label
Garates (river),river
Gatheai,settlement
Gatheatas? (river),river
Genesion/Apobathmoi,settlement
Geraistos,settlement
Geraistos,settlement-modern
Geraistos Pr.,cape
Geren(i)a,settlement
Geronteon (mountain),mountain
Geronteon (mountain),label
Geronthrai,settlement
Glaukos (river),river
Glyppia,settlement
Gortynios/Lousios (river),river
Gortys,settlement
Gyth(e)ion,settlement
Gyth(e)ion,port
(H)Aimoniai,settlement
Halieis,settlement
Halieis,port
(H)Alkyonis Sinus,water-open
Halous/Oryx,settlement
Harpina,settlement
Helike,settlement
Helike,archaeological-site
Helisson,settlement
Helisson (river in modern Sikyona municipality),river
Helisson (river in modern Megalopoli),river
Hellenika,settlement
Helos?,settlement
Heraia,settlement
Heraia,settlement-modern
Heraion,sanctuary
Heraion (Argolis),sanctuary
Herakleia,settlement
Hermai,temple
Hermion(e),settlement
Hermion(e),port
Hierakia (island),island
Hippola,settlement
Hormina? M.,mountain
Hormina? M.,fort
Hyameia,label
Hydroussa/Hydrea (island),island
Hypana,settlement
Hyperteleaton,sanctuary
Hyperteleaton,temple-2
Hypsous (settlement),settlement
Hypsous (settlement),settlement-modern
Hypsous (mountain),mountain
Hypsous (mountain),label
Hyrmine,settlement
Hysiai,settlement
Ichthys Pr.,cape
Inachos (river),river
Ioulis,settlement
Ipnoi (mountain),mountain
Ipnoi (mountain),label
Isthmia,settlement
Isthmia,sanctuary
Isthmos,isthmus
Ithome (mountain),mountain
Kaiadas Spelaion,cave
Kainepolis,settlement
Kalamai,settlement
Kalathion (mountain),mountain
Kalathion (mountain),label
Kalaureia (island),island
Polonnaruwa,settlement
Polonnaruwa,archaeological-site
House of the surgeon,townhouse
Funerary chapel of Amenirdis I,tomb
Funerary chapel of Amenirdis I,temple-2
Kyrtones tower (Phthiotis),tower-defensive
Monte Mario,hill
Wonastow,fort-2
Minor baths of Itálica,bath
Hypogeum at Torre del Giudizio,tomb
Ligar (river),river
Ad Taum,unknown
Unnamed place,unknown
Horoztepe Bronze Age Settlement and Necropolis,settlement
Horoztepe Bronze Age Settlement and Necropolis,cemetery
Wari-Bateshwar,settlement
Wari-Bateshwar,settlement-modern
Aphrodite sanctuary at Lokroi Epizephyrioi,sanctuary
Centocamere at Lokroi Epizephyrioi,townhouse
Centocamere at Lokroi Epizephyrioi,settlement
Cistern,cistern
Tomb of Caius Cartilius Poplicola,tomb
Catacombs of Trypiti,cemetery
Roman theater at Tlos,theatre
Vicus Censorius,road
Auginus mons,unlocated
Auginus mons,mountain
Almonacid de la Cuba Dam,dam
Ermita de la Virgen del Pilar Dam,dam
Sarno Baths,bath
House VIII.2.13,townhouse
Casa di Championnet,townhouse
San Paolo alla Regola,church-2
Catabulum,station
Via Lata,street
Complesso dei Riti Magici,architecturalcomplex
Building with Three Exedrae,architecturalcomplex
Temple E at Selinus,temple-2
"Temple of Demeter at the Sanctuary of Demeter Malophoros, Selinus",sanctuary
"Temple of Demeter at the Sanctuary of Demeter Malophoros, Selinus",temple-2
"Roman amphitheater at Guildhall, London",amphitheatre
Roman amphitheater at Paestum,amphitheatre
Roiate,settlement
Roiate,settlement-modern
Pyramid of Cestius,tomb
Pyramid of Cestius,pyramid
Sep. Eurysacis,tomb
Coastal Tower 16b (Old Mawbray),tower-defensive
Monteriggioni,settlement
Monteriggioni,settlement-modern
Nazzano Romano,settlement
Nazzano Romano,settlement-modern
Unnamed villa,villa
Unnamed Well,well
Erechtheion,archaeological-site
Erechtheion,temple-2
Basilica and convent of S. Ippolito,church-2
Basilica and convent of S. Ippolito,architecturalcomplex
Basilica and convent of S. Ippolito,church
So-called Caesareum of Cyrene,basilica
So-called Caesareum of Cyrene,architecturalcomplex
